大	M_ORG
政	M_ORG
府	E_ORG
近	B_TIME
日	E_TIME
通	O
过	O
全	O
加	O
各	O
银	O
行	O
没	O
收	O
了	O
１	O
８	O
．	O
９	O
万	O
个	O
无	O
主	O
户	O
头	O
的	O
存	O
款	O

财	O
政	O
上	O
增	O
加	O
了	O
２	O
４	O
０	O
０	O
万	O
加	O
元	O
的	O
收	O
入	O

美	O
两	O
院	O
议	O
员	O
为	O
李	B_NAME
道	M_NAME
豫	E_NAME
送	O
行	O
李	B_NAME
李	E_NAME
大	O
使	O
举	O
行	O
告	O
别	O
招	O
待	O
会	O

墨	B_LOC
西	M_LOC
哥	E_LOC
阿	B_LOC
根	M_LOC
廷	E_LOC
去	B_TIME
年	E_TIME
分	O
别	O
获	O
得	O
外	O
资	O
２	O
８	O
３	O
．	O
９	O
８	O
亿	O
和	O
２	O
６	O
０	O
．	O
１	O
９	O
亿	O
美	O
元	O

居	O
第	O
二	O
和	O
第	O
三	O
位	O

但	O
墨	B_LOC
西	M_LOC
哥	E_LOC
去	B_TIME
年	E_TIME
所	O
获	O
的	O
外	O
部	O
贷	O
款	O
居	O
拉	O
美	O
之	O
首	O

达	O
１	O
０	O
５	O
．	O
６	O
亿	O
美	O
元	O

中	O
药	O
牵	O
手	O
欧	O
美	O
市	O
场	O
—	O
—	O
中	B_ORG
国	M_ORG
中	M_ORG
医	M_ORG
研	M_ORG
究	M_ORG
院	E_ORG
博	O
士	O
鄢	B_NAME
良	E_NAME
通	O
关	O
记	O

说	O
起	O
兴	O
水	O
给	O
南	B_LOC
河	M_LOC
村	E_LOC
带	O
来	O
的	O
变	O
化	O

王	B_NAME
王	E_NAME
老	O
汉	O
真	O
是	O
乐	O
得	O
合	O
不	O
上	O
嘴	O

他	O
说	O
：	O
“	O
去	B_TIME
年	E_TIME
（	O
１	B_TIME
９	M_TIME
９	M_TIME
６	M_TIME
年	E_TIME
）	O
来	O
了	O
个	O
丰	O
收	O

今	B_TIME
年	E_TIME
俺	O
四	O
口	O
人	O

打	O
了	O
１	O
万	O
来	O
斤	O
粮	O
食	O

种	O
烤	O
烟	O
也	O
能	O
收	O
入	O
五	O
六	O
千	O
元	O

”	O
王	B_NAME
王	E_NAME
老	O
汉	O
还	O
告	O
诉	O
我	O
们	O

自	O
打	O
有	O
了	O
水	O

全	O
村	O
两	O
年	O
娶	O
了	O
３	O
０	O
多	O
个	O
媳	O
妇	O

他	O
家	O
二	O
小	O
子	O
还	O
娶	O
了	O
个	O
有	O
大	O
专	O
文	O
凭	O
的	O
河	B_LOC
南	E_LOC
姑	O
娘	O

此	O
间	O
舆	O
论	O
认	O
为	O

日	B_LOC
本	E_LOC
的	O
国	O
际	O
收	O
支	O
经	O
常	O
项	O
目	O
盈	O
余	O
大	O
幅	O
增	O
加	O
有	O
利	O
于	O
阻	O
止	O
日	O
元	O
汇	O
率	O
的	O
跌	O
势	O

伦	B_ORG
敦	M_ORG
大	M_ORG
学	E_ORG
一	O
科	O
研	O
小	O
组	O
发	O
现	O

南	B_LOC
美	E_LOC
树	O
蛙	O
皮	O
肤	O
中	O
提	O
取	O
出	O
的	O
一	O
种	O
物	O
质	O
具	O
有	O
很	O
强	O
的	O
镇	O
痛	O
作	O
用	O

中	O
汇	O
是	O
一	O
个	O
朝	O
阳	O
企	O
业	O

去	B_TIME
年	E_TIME
公	O
司	O
的	O
销	O
售	O
额	O
已	O
突	O
破	O
２	O
亿	O
元	O

今	B_TIME
年	E_TIME
将	O
逼	O
近	O
６	O
亿	O
元	O

员	O
工	O
平	O
均	O
年	O
龄	O
仅	O
有	O
３	O
１	O
岁	O

个	O
个	O
都	O
是	O
早	B_TIME
上	E_TIME
八	B_TIME
九	M_TIME
点	M_TIME
钟	E_TIME
的	O
太	O
阳	O

这	O
些	O
充	O
满	O
活	O
力	O
又	O
具	O
现	B_TIME
代	E_TIME
意	O
识	O
的	O
年	O
轻	O
人	O

既	O
有	O
飞	O
鹰	O
俯	O
视	O
式	O
的	O
敏	O
锐	O

又	O
像	O
黄	O
牛	O
垦	O
荒	O
一	O
样	O
务	O
实	O

现	B_TIME
代	E_TIME
中	O
药	O
的	O
大	O
厦	O
必	O
将	O
被	O
他	O
们	O
的	O
双	O
手	O
托	O
起	O

谁	O
说	O
意	O
志	O
、	O
决	O
心	O
看	O
不	O
见	O

那	O
都	O
写	O
在	O
手	O
上	O

谁	O
说	O
欢	O
乐	O
、	O
艰	O
苦	O
看	O
不	O
见	O

那	O
也	O
都	O
写	O
在	O
手	O
上	O

我	O
每	O
到	O
一	O
个	O
分	O
场	O

一	O
个	O
中	O
队	O

热	O
情	O
的	O
干	O
部	O
战	O
士	O
们	O
都	O
向	O
我	O
伸	O
出	O
一	O
双	O
双	O
有	O
力	O
的	O
手	O

瞬	B_TIME
间	E_TIME
的	O
接	O
触	O

无	O
声	O
的	O
介	O
绍	O

这	O
是	O
怎	O
样	O
的	O
一	O
支	O
雄	O
师	O
啊	O

哪	O
一	O
双	O
手	O
不	O
是	O
长	O
满	O
了	O
硬	O
板	O
板	O
的	O
老	O
茧	O

还	O
有	O
那	O
些	O
正	O
在	O
过	O
渡	O
期	O
的	O
或	O
红	O
或	O
紫	O
或	O
黑	O
的	O
血	O
泡	O

三	O
十	O
六	O
位	O
女	O
作	O
家	O
的	O
传	O
记	O

集	O
中	O
了	O
全	O
国	O
各	O
地	O
对	O
世	O
界	O
华	O
文	O
文	O
学	O
研	O
究	O
有	O
素	O
的	O
学	O
者	O
、	O
专	O
家	O
、	O
教	O
授	O
…	O
…	O
各	O
以	O
不	O
同	O
的	O
笔	O
墨	O

描	O
述	O
了	O
女	O
作	O
家	O
们	O
的	O
气	O
质	O
、	O
风	O
貌	O
、	O
文	O
学	O
风	O
格	O
、	O
人	O
生	O
体	O
验	O
的	O
离	O
合	O
悲	O
欢	O

可	O
以	O
说	O
这	O
套	O
丛	O
书	O
是	O
华	O
文	O
文	O
学	O
史	O
上	O
拓	O
展	O
之	O
作	O

它	O
的	O
价	O
值	O

有	O
如	O
西	B_TIME
晋	E_TIME
时	O
代	O
文	O
学	O
理	O
论	O
家	O
陆	B_NAME
机	E_NAME
在	O
《	O
文	O
赋	O
》	O
中	O
说	O
的	O
：	O
“	O
伊	O
兹	O
文	O
之	O
为	O
用	O

固	O
众	O
理	O
之	O
所	O
因	O

恢	O
万	O
里	O
而	O
无	O
阂	O

通	O
亿	O
载	O
而	O
为	O
津	O

俯	O
贻	O
则	O
于	O
来	O
叶	O

仰	O
观	O
象	O
乎	O
古	O
人	O
…	O
…	O
涂	O
无	O
远	O
而	O
不	O
弥	O

理	O
无	O
微	O
而	O
弗	O
纶	O
”	O

陆	B_NAME
机	E_NAME
是	O
述	O
古	O

但	O
也	O
可	O
证	O
今	O

借	O
以	O
阐	O
述	O
于	O
世	O
界	O
华	O
文	O
文	O
学	O
范	O
围	O
选	O
出	O
了	O
众	O
多	O
女	O
作	O
家	O
的	O
文	O
与	O
史	O
所	O
起	O
的	O
作	O
用	O

是	O
不	O
应	O
小	O
觑	O
的	O

前	O
后	O
不	O
到	O
两	O
年	O

[	B_LOC
山	M_LOC
东	M_LOC
省	E_LOC
滨	B_LOC
州	E_LOC
地	O
区	O
“	O
巾	O
帼	O
扶	O
贫	O
行	O
动	O
”	O
结	O
出	O
累	O
累	O
硕	O
果	O
：	O
全	O
区	O
兴	O
办	O
示	O
范	O
小	O
区	O
３	O
１	O
９	O
个	O

５	O
０	O
万	O
名	O
妇	O
女	O
接	O
受	O
培	O
训	O

５	O
万	O
名	O
妇	O
女	O
摆	O
脱	O
了	O
贫	O
困	O
…	O
…	O

据	O
新	B_ORG
华	M_ORG
社	E_ORG
安	B_LOC
曼	E_LOC
１	B_TIME
月	E_TIME
５	B_TIME
日	E_TIME
电	O
（	O
记	O
者	O
夏	B_NAME
林	E_NAME
）	O
约	B_LOC
旦	E_LOC
外	O
交	O
大	O
臣	O
塔	B_NAME
拉	M_NAME
瓦	M_NAME
奈	E_NAME
５	B_TIME
日	E_TIME
在	O
这	O
里	O
对	O
记	O
者	O
说	O

以	O
外	O
长	O
利	B_NAME
维	E_NAME
辞	O
职	O
将	O
给	O
内	B_NAME
塔	M_NAME
尼	M_NAME
亚	M_NAME
胡	E_NAME
的	O
内	O
阁	O
造	O
成	O
新	O
的	O
危	O
机	O

对	O
其	O
今	B_TIME
后	E_TIME
的	O
一	O
系	O
列	O
决	O
定	O
造	O
成	O
负	O
面	O
影	O
响	O

检	O
查	O
组	O
先	O
来	O
到	O
甬	B_ORG
江	M_ORG
明	M_ORG
珠	M_ORG
旋	M_ORG
转	M_ORG
餐	M_ORG
厅	E_ORG

１	O
３	O
４	O
个	O
客	O
座	O
几	O
无	O
空	O
位	O

在	O
购	O
票	O
登	O
记	O
簿	O
上	O

写	O
有	O
“	O
外	O
经	O
贸	O

４	O
张	O

已	O
付	O
”	O

“	O
市	O
药	O
材	O
公	O
司	O

１	O
０	O
张	O

已	O
付	O
”	O

“	O
建	B_ORG
设	M_ORG
集	M_ORG
团	M_ORG
股	M_ORG
份	M_ORG
公	M_ORG
司	E_ORG

２	O
５	O
张	O

未	O
付	O
”	O
等	O

这	O
么	O
好	O
的	O
警	O
署	O

前	O
两	O
年	O
却	O
有	O
一	O
位	O
民	O
警	O
被	O
父	O
亲	O
斥	O
为	O
“	O
不	O
孝	O
之	O
子	O
”	O

原	O
来	O

黄	B_LOC
浦	M_LOC
区	E_LOC
作	O
为	O
中	O
心	O
城	O
区	O

这	O
几	O
年	O
有	O
大	O
量	O
的	O
老	O
式	O
住	O
宅	O
要	O
动	O
迁	O

由	O
此	O
与	O
居	O
民	O
之	O
间	O
产	O
生	O
不	O
少	O
矛	O
盾	O

警	O
署	O
民	O
警	O
协	O
助	O
主	O
管	O
部	O
门	O
工	O
作	O

力	O
争	O
把	O
矛	O
盾	O
化	O
解	O
在	O
基	O
层	O

消	O
除	O
在	O
萌	O
芽	O
状	O
态	O

为	O
此	O
付	O
出	O
了	O
心	O
血	O

民	O
警	O
金	B_NAME
惠	M_NAME
康	E_NAME
在	O
一	O
次	O
处	O
置	O
因	O
动	O
迁	O
引	O
起	O
的	O
不	O
安	O
定	O
问	O
题	O
时	O

连	O
续	O
加	O
班	O
四	O
昼	O
夜	O
未	O
回	O
家	O

当	O
他	O
终	O
于	O
抽	O
空	O
赶	O
往	O
医	O
院	O
探	O
望	O
正	O
患	O
肺	O
癌	O
住	O
院	O
的	O
父	O
